Customer Name,Ratings,Review Title,Reviews
G.K MISHRA,5.0 out of 5 stars,Mindblowing Printer ......... Bole toh pura paisa wasool,"Product performance is superb, constantly using it since 4 months. Printing clarity is also very sharp & nice so everybody should blindly go for it. Also after purchase once you should contact HP ( care centre ) Tollfree number . They will guide you how to install it & if you have net connection then definitely through remote server session they can instantly set all parameters so that never ever you will face any problem about printing scaning through this fabulous printer. Thanks Amazon.in they should allow this seller to business freely because delivery was very speed & above all I am very much satisfied this purchase. I am giving it 10 out of 10 point."
mohd arif,4.0 out of 5 stars,nice product by hp,"printer quality was good,but one thing which was make underline there,that it was not working on inverter supply."
Leslie Pereira,5.0 out of 5 stars,Very good,"Had a Inkjet earlier, bought this and Oh my what a difference in performance. Obviously this is a Laserjet. Scanning is superfast and so are the copy and print functions. Best part is the wireless printing and LAN connectivity as i got three computers at home, no need for a primary computer to remain on. Just give a print command from any one of the computers over lan. Scan a document and save it on your phone via WiFi and crop and edit and print it anytime you want. HP AiO app works well with windows phone but i'm not sure why android phones are unable to use the Scan command on their phones. Packaging was not great, a flimsy plastiwrap was used to cover the box. no air cushion bags to protect my printer :(. luckily everything seems fine so far."
Zozo,3.0 out of 5 stars,EPrint - HP Engineers are not even 5th grade pass,"Haha HP!! You American brand. don't even have well qualified field Engineer as well as BPO Engineer. Actually I bought this product 4 days back and then found, I was unable to setup eprint then I call HP Printer customer Care they asked me for Remote Access of my computer and then tried for 1 hour to setp up but without any success and asked me to call in the evening then I called them again... but this time also they had no success. after 2 days they sent a Field Engineer to my place and that young Engineer showed me his medals as he was was chosen ""BEST Engineer"" for last 5 years and as per his claim he was also Senior Field Engineer and relaxed at my place for 1 whole hour with drink and snacks and then put all blame on my internet connection (I have Broadband 2mbps) then I tried myself and to hell with HP and its so called 'engineers' I managed to set up my eprint in half an hour. hahahaha... HP you pay your engineers just to eat snacks at customers' home"
AMIT YADAV,3.0 out of 5 stars,Print quality is ok but wireless installation is horrible . Got only 9 months warranty.,"Amazon/HP fooled me in warranty issue. OVER HP website it shows only 9 months warranty is remaining.

Wireless connectivity is very troublessome.

Print quality is ok. Price is little over."
Mozy,4.0 out of 5 stars,"Refill costly, in one refill 400-500 copy only.","Refill costly, in one refill 400-500 copy only."
Prabhat garg,5.0 out of 5 stars,PRICE AND QUALITY,GOOD PRODUCT
MARJUK,5.0 out of 5 stars,HP-PRINTER @ AFFORDABLE PRICES WITH WI-FI OPTION.,"Easy to Print, Photocopy & Scan.
Wi-Fi is easily auto connect from Android device after first time setup.
Print quality is super & also adjust the quality of print to save the toner from short time of changing toner.
Scanner size is support up to A4 sheet only.
I got this for Rs. 13500/- during Offer days.
Only thing is the backlight of menu option is not available and not visible in night time, but the menu controller is tilt 90° to 45° to easily visible the text in menu controller."
dhruv,4.0 out of 5 stars,"Hp- M126nw, you won't regret it.","If you are searching for a printer for home use and light office use, then this one is a must go. Printer performs up to the mark. The wireless facilities are adorable. You can print through any device or even internet, once your printer is connected to the router.(Don't get worried if it doesn't connects to router, you may need to reset your router, try few times and you will be there)

Though I found this printer a bit pricy in comparison to Samsung(who offers ADF for merely same price) but I won't mind paying for well known branded product."
Santhosh,4.0 out of 5 stars,Only 3.5 Star,"Very small lcd screen which you can't read. There is no light in it !!!!
On this price tag, this would have been make it better."
Avi,5.0 out of 5 stars,Perfect network scanner/printer for small office,"I was looking for a Multi-Function Laser printer for our office that would connect to the network and found this one reviewed decently on Amazon. As with all other things amazon (my experience) the delivery was in perfect condition. CloudTail Retail through whom I have bought a number of items have to also be applauded here. Great packing.

The printer took exactly 5 min to setup and start working via LAN cable. I was unable to connect to the Wireless network but that could also be due to the fact that the WiFi in our office is a bit dodgy. The printer works perfectly over LAN and setting up on Windows and Mac laptops was a real breeze. Highly recommend this for anyone looking at a Printer / Scanner for a small office."
